5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210
2.641607e-05 2.650852e-05 2.656088e-05 2.660296e-05 2.664025e-05 2.66742e-05 2.670538e-05 2.673407e-05 2.676052e-05 2.678489e-05 2.680737e-05 2.68281e-05 2.684723e-05 2.686487e-05 2.688115e-05 2.689617e-05 2.691003e-05 2.692281e-05 2.693461e-05 2.69455e-05 2.695555e-05 2.696482e-05 2.697338e-05 2.698128e-05 2.698857e-05 2.699529e-05 2.70015e-05 2.700722e-05 2.701251e-05 2.701739e-05 2.702189e-05 2.702604e-05 2.702987e-05 2.703341e-05 2.703667e-05 2.703968e-05 2.704246e-05 2.704502e-05 2.704738e-05 2.704956e-05 2.705157e-05 2.705342e-05 
