5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210
388.8062 393.6022 395.6165 396.9416 397.9372 398.7263 399.3699 399.9048 400.3559 400.7408 401.0724 401.3604 401.6123 401.834 402.0301 402.2042 402.3594 402.4982 402.6227 402.7346 402.8353 402.9261 403.0082 403.0824 403.1496 403.2105 403.2656 403.3157 403.3612 403.4025 403.44 403.4741 403.5052 403.5334 403.5591 403.5825 403.6038 403.6232 403.6409 403.657 403.6717 403.685 
