10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 260 270 280 290 300 310 320 330 340
-0.03188006 -0.04455113 -0.05535051 -0.06562261 -0.07547497 -0.08488365 -0.09382217 -0.1022734 -0.1102299 -0.1176913 -0.1246639 -0.1311586 -0.1371906 -0.1427775 -0.1479394 -0.1526974 -0.1570738 -0.1610912 -0.164772 -0.1681385 -0.1712126 -0.1740153 -0.1765668 -0.1788865 -0.1809927 -0.1829026 -0.1846325 -0.1861977 -0.1876123 -0.1888896 -0.1900417 -0.19108 -0.1920152 -0.192856 
