10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 260 270 280 290 300 310 320 330 340
0.1993413 0.1997138 0.1998135 0.1998659 0.1998984 0.1999203 0.199936 0.1999477 0.1999567 0.1999638 0.1999696 0.1999744 0.1999783 0.1999816 0.1999843 0.1999866 0.1999886 0.1999903 0.1999917 0.1999929 0.1999939 0.1999948 0.1999955 0.1999962 0.1999967 0.1999972 0.1999976 0.1999979 0.1999982 0.1999985 0.1999987 0.1999989 0.199999 0.1999992 
