10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 260 270 280 290 300 310 320 330 340
397.4691 401.4923 403.7189 405.2494 406.3798 407.2513 407.9433 408.5042 408.9656 409.3491 409.6703 409.9408 410.1694 410.3633 410.528 410.6683 410.7878 410.8899 410.9771 411.0517 411.1155 411.1702 411.217 411.2571 411.2916 411.3211 411.3465 411.3683 411.387 411.4031 411.417 411.4289 411.4391 411.448 
