5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200
0.1981464 0.199463 0.199686 0.1997741 0.1998248 0.1998592 0.1998843 0.1999033 0.1999182 0.1999301 0.1999397 0.1999475 0.1999541 0.1999596 0.1999643 0.1999683 0.1999718 0.1999748 0.1999774 0.1999797 0.1999818 0.1999836 0.1999852 0.1999867 0.1999879 0.1999891 0.1999901 0.1999911 0.1999919 0.1999927 0.1999933 0.199994 0.1999945 0.199995 0.1999955 0.1999959 0.1999963 0.1999966 0.1999969 0.1999972 
