5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200
-0.07139724 -0.08724537 -0.0965727 -0.104157 -0.1109416 -0.1171815 -0.122968 -0.1283487 -0.1333561 -0.1380183 -0.1423591 -0.1464011 -0.1501645 -0.1536687 -0.1569309 -0.1599678 -0.1627946 -0.1654256 -0.1678658 -0.170145 -0.1722652 -0.1742375 -0.176072 -0.1777782 -0.1793648 -0.1808401 -0.1822117 -0.1834866 -0.1846717 -0.1857731 -0.1867971 -0.1877488 -0.1886331 -0.1894542 -0.1902169 -0.1909254 -0.1915831 -0.1921939 -0.1927609 -0.1932872 
