10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220
0.1013032 0.1014703 0.1015151 0.1015383 0.1015525 0.1015618 0.1015682 0.1015729 0.1015765 0.1015792 0.1015813 0.101583 0.1015844 0.1015855 0.1015864 0.1015871 0.1015877 0.1015882 0.1015886 0.101589 0.1015893 0.1015895 
