5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160
0.1980964 0.1994546 0.1996915 0.1997871 0.1998421 0.1998786 0.1999046 0.1999238 0.1999384 0.1999496 0.1999585 0.1999655 0.1999712 0.1999758 0.1999796 0.1999827 0.1999853 0.1999875 0.1999893 0.1999908 0.1999922 0.1999933 0.1999942 0.199995 0.1999957 0.1999963 0.1999968 0.1999973 0.1999976 0.199998 0.1999982 0.1999985 
