5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160
-0.07132611 -0.08718255 -0.096337 -0.1035283 -0.1096976 -0.1151217 -0.1199244 -0.1241852 -0.1279674 -0.1313252 -0.1343056 -0.1369511 -0.1392987 -0.1413818 -0.1432297 -0.144869 -0.1463228 -0.1476121 -0.1487551 -0.1497684 -0.1506666 -0.1514626 -0.152168 -0.1527929 -0.1533466 -0.1538372 -0.1542722 -0.1546572 -0.1549983 -0.1552999 -0.1555671 -0.1558035 
