5 15 25 35 45 55 65 75 85 95 105 115 125 135 145 155 165 175 185 195 205 215 225 235 245 255 265
-2.146824e-08 -1.53642e-05 -9.672473e-05 -0.0002288308 -0.0003741121 -0.0005107777 -0.0006301124 -0.0007302535 -0.000812372 -0.000812372 -0.0009319798 -0.000974371 -0.001008014 -0.001034645 -0.001055691 -0.001072304 -0.001085408 -0.001095737 -0.00110387 -0.001110274 -0.001115318 -0.001119291 -0.001122422 -0.00112489 -0.001126836 -0.00112837 -0.001129581 
