5 15 25 35 45 55 65 75 85 95 105 115 125 135 145 155 165 175 185 195 205 215 225 235 245 255 265
0.1978525 0.1996358 0.1998024 0.199873 0.1999127 0.1999373 0.1999539 0.1999654 0.1999737 0.1999737 0.1999843 0.1999878 0.1999905 0.1999926 0.1999942 0.1999954 0.1999965 0.1999972 0.1999978 0.1999983 0.1999986 0.1999989 0.1999992 0.1999993 0.1999993 0.1999993 0.1999993 
