5 15 25 35 45 55 65 75 85 95 105 115 125 135 145 155 165 175 185 195 205 215 225 235 245 255 265
-0.0006740757 -0.007131474 -0.01449877 -0.02110821 -0.02688658 -0.0319065 -0.0362531 -0.04000259 -0.04322668 -0.04322668 -0.04835723 -0.05037662 -0.05209703 -0.05356002 -0.05480197 -0.05585457 -0.05674333 -0.05749086 -0.05812126 -0.05865251 -0.05909971 -0.05947574 -0.05979158 -0.06005658 -0.06027862 -0.06046448 -0.06061991 
