5 15 25 35 45 55 65 75 85 95 105 115 125 135 145 155 165 175 185 195 205 215 225 235 245 255 265
300.5509 301.554 302.062 302.4893 302.8698 303.2081 303.5083 303.7725 304.0039 304.0039 304.3815 304.5338 304.6654 304.7788 304.8763 304.9599 305.0302 305.0908 305.1425 305.1865 305.2239 305.2556 305.2825 305.305 305.3239 305.3399 305.3534 
