5 15 25 35 45 55 65 75 85 95 105 115 125 135 145 155 165 175 185 195 205 215 225 235 245 255 265
-0.02393336 -0.04042963 -0.05221858 -0.06257213 -0.07193181 -0.08024871 -0.08775777 -0.0944038 -0.1002533 -0.1002533 -0.1098391 -0.1137143 -0.1170664 -0.1199566 -0.1224416 -0.1245725 -0.1265148 -0.1280591 -0.1293759 -0.1304955 -0.1314457 -0.1322508 -0.1329321 -0.1335107 -0.1339981 -0.1344084 -0.1347535 
