5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150
300.378 300.4565 300.4999 300.5336 300.5622 300.5871 300.609 300.6282 300.6451 300.66 300.6731 300.6846 300.6948 300.7037 300.7116 300.7185 300.7246 300.73 300.7348 300.7389 300.7426 300.7458 300.7486 300.7511 300.7533 300.7553 300.757 300.7585 300.7598 300.7609 
