5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190
0.1006885 0.1013372 0.101444 0.101486 0.10151 0.1015263 0.1015381 0.101547 0.1015539 0.1015594 0.1015639 0.1015675 0.1015705 0.101573 0.1015752 0.101577 0.1015785 0.1015799 0.1015811 0.1015821 0.101583 0.1015838 0.1015845 0.1015851 0.1015857 0.1015862 0.1015866 0.101587 0.1015874 0.1015877 0.101588 0.1015883 0.1015885 0.1015887 0.1015889 0.1015891 0.1015892 0.1015894 
