5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190
300.0747 300.0876 300.0948 300.1006 300.1057 300.1103 300.1146 300.1184 300.122 300.1252 300.1282 300.1309 300.1334 300.1357 300.1378 300.1398 300.1415 300.1432 300.1446 300.146 300.1473 300.1484 300.1495 300.1504 300.1513 300.1521 300.1529 300.1536 300.1542 300.1548 300.1553 300.1558 300.1562 300.1566 300.157 300.1573 300.1577 300.1579 
