10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220
300.4125 300.4979 300.5628 300.6187 300.6674 300.71 300.747 300.7794 300.8075 300.8321 300.8534 300.872 300.8881 300.9021 300.9143 300.9249 300.934 300.942 300.9488 300.9548 300.9599 300.9644 
