10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220
350.5713 352.2677 353.1723 353.7711 354.1972 354.5138 354.7565 354.9468 355.0984 355.2205 355.3198 355.4009 355.4676 355.5226 355.568 355.6056 355.6368 355.6627 355.6842 355.7021 355.717 355.7294 
