20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400
300.1209 300.531 300.976 301.4323 301.8611 302.2405 302.5621 302.8259 303.037 303.2023 303.3297 303.4263 303.4987 303.5504 303.588 303.6152 303.6347 303.6486 303.6584 303.6653 
