20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400
9.640271e-07 1.001321e-06 1.030973e-06 1.054605e-06 1.072949e-06 1.086874e-06 1.097255e-06 1.10488e-06 1.110411e-06 1.11438e-06 1.117202e-06 1.119192e-06 1.120585e-06 1.12153e-06 1.122179e-06 1.122626e-06 1.122935e-06 1.12314e-06 1.123282e-06 1.123378e-06 
