20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400
356.3985 358.3161 359.2055 359.6742 359.932 360.0748 360.1528 360.1942 360.215 360.2244 360.2279 360.2283 360.2274 360.2261 360.2247 360.2235 360.2225 360.2217 360.2211 360.2206 
