5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150
-1.157436e-05 -2.709686e-05 -4.209709e-05 -5.651653e-05 -7.033718e-05 -8.353349e-05 -9.608302e-05 -0.0001079743 -0.0001192029 -0.0001297744 -0.0001396992 -0.0001489945 -0.0001576797 -0.00016578 -0.000173318 -0.0001803217 -0.0001868188 -0.0001928365 -0.0001984029 -0.000203545 -0.0002082898 -0.0002126628 -0.0002166891 -0.0002203924 -0.0002237956 -0.0002269201 -0.0002297865 -0.0002324141 -0.0002348209 -0.0002370236 
