6 12 18 24 30 36 42 48 54 60 66 72 74 84 90 96 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210 215 220 225 230 235 240 245 250 255 260 265 270
-0.006791361 -0.008338388 -0.009315272 -0.01011854 -0.01082247 -0.01144841 -0.0120068 -0.01250518 -0.01294993 -0.0133467 -0.01370052 -0.01401592 -0.01411323 -0.01454727 -0.01477014 -0.01496849 -0.01508842 -0.01522574 -0.01535027 -0.01546315 -0.01556547 -0.01565818 -0.01574217 -0.01581825 -0.01588714 -0.01594952 -0.01600598 -0.01605708 -0.01610331 -0.01614514 -0.01618298 -0.0162172 -0.01624814 -0.01627611 -0.01630139 -0.01632434 -0.01634505 -0.01636375 -0.01638064 -0.01639589 -0.01640966 -0.01642209 -0.0164333 -0.01644344 -0.01645256 -0.01646081 -0.01646824 -0.01647494 -0.01648099 -0.01648645 -0.01649136 
