5 10 15 20 25 30 35 40 45 50 55 60 65 70 75
-5.928131e-05 -0.0002596365 -0.0004799199 -0.0006843935 -0.000867642 -0.001030421 -0.001174673 -0.00130242 -0.001415528 -0.001515665 -0.001604317 -0.001682798 -0.001752274 -0.001813778 -0.001868223 
