6 12 18 24 30 36 42 48 54 60 66 72 78 84 90 96 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210 215 220 225 230 235 240 245 250 255 260 265 270
300.0798 300.1052 300.1191 300.1302 300.1399 300.1484 300.1561 300.1629 300.169 300.1744 300.1793 300.1836 300.1875 300.1909 300.194 300.1967 300.1984 300.2003 300.202 300.2036 300.205 300.2063 300.2074 300.2085 300.2095 300.2103 300.2111 300.2118 300.2125 300.213 300.2136 300.214 300.2145 300.2149 300.2152 300.2155 300.2158 300.2161 300.2163 300.2165 300.2167 300.2169 300.217 300.2172 300.2173 300.2174 300.2175 300.2176 300.2177 300.2178 300.2178 
