6 12 18 24 30 36 42 48 54 60 66 72 74 84 90 96 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210 215 220 225 230 235 240 245 250 255 260 265 270
-1.516446e-06 -3.999386e-06 -6.425353e-06 -8.764115e-06 -1.100385e-05 -1.313514e-05 -1.515143e-05 -1.704909e-05 -1.882698e-05 -2.048593e-05 -2.202834e-05 -2.345782e-05 -2.390996e-05 -2.599629e-05 -2.711578e-05 -2.814289e-05 -2.877915e-05 -2.952292e-05 -3.021247e-05 -3.085103e-05 -3.144173e-05 -3.198761e-05 -3.249158e-05 -3.295644e-05 -3.338487e-05 -3.377939e-05 -3.414241e-05 -3.44762e-05 -3.47829e-05 -3.506451e-05 -3.532294e-05 -3.555994e-05 -3.577716e-05 -3.597614e-05 -3.615832e-05 -3.632495e-05 -3.647724e-05 -3.661637e-05 -3.674342e-05 -3.68594e-05 -3.696522e-05 -3.706174e-05 -3.714975e-05 -3.722996e-05 -3.730304e-05 -3.73696e-05 -3.74302e-05 -3.748536e-05 -3.753556e-05 -3.758121e-05 -3.762273e-05 
