6 12 18 24 30 36 42 48 54 60 66 72 74 84 90 96 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210 215 220 225 230 235 240 245 250 255 260 265 270
-7.271345e-09 -5.021802e-07 -2.990868e-06 -7.984558e-06 -1.481864e-05 -2.260498e-05 -3.064099e-05 -3.8465e-05 -4.580805e-05 -5.253428e-05 -5.859337e-05 -6.398716e-05 -6.564219e-05 -7.292206e-05 -7.656535e-05 -7.973336e-05 -8.160824e-05 -8.371195e-05 -8.557512e-05 -8.722349e-05 -8.868056e-05 -8.996762e-05 -9.110386e-05 -9.210648e-05 -9.299087e-05 -9.377073e-05 -9.445826e-05 -9.506428e-05 -9.559838e-05 -9.606905e-05 -9.648379e-05 -9.684924e-05 -9.717124e-05 -9.745497e-05 -9.770498e-05 -9.792529e-05 -9.811943e-05 -9.829052e-05 -9.84413e-05 -9.857421e-05 -9.869136e-05 -9.879463e-05 -9.888569e-05 -9.896597e-05 -9.903676e-05 -9.90992e-05 -9.915426e-05 -9.920284e-05 -9.924569e-05 -9.92835e-05 -9.931686e-05 
