10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220
351.4625 353.2033 354.0621 354.5861 354.9298 355.1651 355.3311 355.4506 355.5378 355.6022 355.6501 355.6859 355.7127 355.7329 355.7481 355.7596 355.7683 355.7748 355.7798 355.7836 355.7864 355.7886 
