10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220
-2.500598e-05 -6.749975e-05 -0.0001083907 -0.0001464724 -0.0001811873 -0.0002123072 -0.0002398329 -0.0002639147 -0.0002847927 -0.0003027543 -0.0003181053 -0.0003311501 -0.0003421794 -0.000351463 -0.0003592461 -0.0003657479 -0.0003711616 -0.0003756559 -0.0003793769 -0.0003824492 -0.0003849749 -0.0003870467 
