10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220
0.1012879 0.1014721 0.101522 0.1015468 0.1015612 0.1015701 0.101576 0.10158 0.1015829 0.1015849 0.1015864 0.1015875 0.1015883 0.1015889 0.1015893 0.1015897 0.1015899 0.1015901 0.1015903 0.1015904 0.1015904 0.1015905 
