20 40 60 80 100 120 140 160 180 200 220 240 260 280
0.1996698 0.1998335 0.1998939 0.1999259 0.1999458 0.1999595 0.1999694 0.1999767 0.1999822 0.1999863 0.1999895 0.1999919 0.1999937 0.1999951 
