20 40 60 80 100 120 140 160 180 200 220 240 260 280
-0.01538894 -0.02598454 -0.03791918 -0.05067334 -0.06376587 -0.07680076 -0.08947164 -0.1015518 -0.1128845 -0.1233714 -0.1329625 -0.1416454 -0.1494359 -0.1563706 
