20 40 60 80 100 120 140 160 180 200 220 240 260 280
2.65478e-06 2.65478e-06 2.65478e-06 2.65478e-06 2.65478e-06 2.65478e-06 2.65478e-06 2.65478e-06 2.65478e-06 2.65478e-06 2.65478e-06 2.65478e-06 2.65478e-06 2.65478e-06 
