10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 260 270 280 290 300
-0.002235083 -0.006292919 -0.009719914 -0.01246856 -0.0146606 -0.01640557 -0.01779289 -0.01889468 -0.01976887 -0.02046187 -0.02101082 -0.02144534 -0.02178905 -0.02206075 -0.0222754 -0.02244489 -0.02257863 -0.0226841 -0.0227672 -0.02283264 -0.02288415 -0.02292468 -0.02295655 -0.02298162 -0.02300131 -0.02301678 -0.02302893 -0.02303847 -0.02304595 -0.02305183 
