15 35 55 75 95 115 135 155 175 195 215 235 255 275 295 315 335 355 375 395 415 435 455 475 495 515 535
-7.904715e-12 -4.934702e-09 -1.550071e-07 -9.763293e-07 -9.165378e-06 -9.165378e-06 -1.980296e-05 -3.72065e-05 -6.292091e-05 -9.798946e-05 -0.0001428125 -0.0001971098 -0.0002599763 -0.0003300294 -0.000405541 -0.0004846249 -0.0005653888 -0.0006460535 -0.0007250452 -0.0008010488 -0.0008729069 -0.0009396863 -0.001000961 -0.001056554 -0.001106432 -0.001150765 -0.001189818 
