15 35 55 75 95 115 135 155 175 195 215 235 255 275 295 315 335 355 375 395 415 435 455 475 495 515 535
5.65966e-07 5.851569e-07 6.017476e-07 6.171551e-07 6.453344e-07 6.453344e-07 6.583169e-07 6.706087e-07 6.822026e-07 6.930746e-07 7.031951e-07 7.125379e-07 7.210854e-07 7.288334e-07 7.35791e-07 7.419818e-07 7.474415e-07 7.522156e-07 7.56356e-07 7.599191e-07 7.62943e-07 7.654961e-07 7.67614e-07 7.694069e-07 7.70895e-07 7.721496e-07 7.731575e-07 
