15 35 55 75 95 115 135 155 175 195 215 235 255 275 295 315 335 355 375 395 415 435 455 475 495 515 535
-0.007528224 -0.0249568 -0.04114045 -0.05577148 -0.08092614 -0.08092614 -0.09170729 -0.1014358 -0.1102021 -0.1180847 -0.1251526 -0.1314677 -0.1370871 -0.142064 -0.1464495 -0.1502928 -0.1536418 -0.1565429 -0.1590409 -0.1611786 -0.1629958 -0.1645281 -0.165812 -0.1668814 -0.1677663 -0.1684942 -0.1690894 
