15 35 55 75 95 115 135 155 175 195 215 235 255 275 295 315 335 355 375 395 415 435 455 475 495 515 535
-1.886627e-05 -0.0003202697 -0.0007917909 -0.001230565 -0.001855988 -0.001855988 -0.002057435 -0.00220423 -0.002309224 -0.0023827 -0.002432652 -0.002465201 -0.002485019 -0.002495624 -0.002499692 -0.002499235 -0.002495755 -0.002490368 -0.002483888 -0.002476903 -0.002469828 -0.002462957 -0.002456479 -0.002450506 -0.002445088 -0.002440239 -0.002435952 
