15 35 55 75 95 115 135 155 175 195 215 235 255 275 295 315 335 355 375 395 415 435 455 475 495 515 535
300.0 300.0002 300.0032 300.0147 300.0996 300.0996 300.1937 300.3344 300.5271 300.7737 301.0717 301.4155 301.7967 302.2053 302.6308 303.0627 303.4914 303.9088 304.308 304.6839 305.0297 305.3445 305.6285 305.8822 306.1065 306.3032 306.4743 
