15 35 55 75 95 115 135 155 175 195 215 235 255 275 295 315 335 355 375 395 415 435 455 475 495 515 535
0.1993053 0.1996804 0.1997976 0.1998625 0.1999348 0.1999348 0.1999565 0.1999724 0.1999839 0.1999923 0.1999982 0.2000023 0.2000049 0.2000066 0.2000075 0.2000078 0.2000078 0.2000075 0.200007 0.2000064 0.2000058 0.2000051 0.2000045 0.2000039 0.2000034 0.2000029 0.2000025 
