15 35 55 75 95 115 135 155 175 195 215 235 255 275 295 315 335 355 375 395 415 435 455 475 495 515 535
-0.006415306 -0.004963 -0.004690939 -0.004496199 -0.004278987 -0.004278987 -0.004315031 -0.004491032 -0.00483124 -0.005348535 -0.006043155 -0.006903278 -0.007906922 -0.009025258 -0.01022508 -0.01147228 -0.0127343 -0.01398187 -0.01519028 -0.01633992 -0.01745489 -0.01847957 -0.0194043 -0.02022852 -0.02095683 -0.021592 -0.02214297 
