2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80 82 84 86 88 90 92 94 96 98 100 105 110 115 120
-0.00402648 -0.004021519 -0.004520692 -0.005023026 -0.00545268 -0.005823732 -0.00615398 -0.006456115 -0.006738317 -0.007005706 -0.007261476 -0.007507629 -0.007745442 -0.007975749 -0.008199111 -0.008415925 -0.008626484 -0.00883102 -0.009029723 -0.009222761 -0.009410285 -0.009592436 -0.009769347 -0.009941149 -0.01010797 -0.01026992 -0.01042714 -0.01057973 -0.01072781 -0.0108715 -0.01101091 -0.01114615 -0.01127732 -0.01140454 -0.0115279 -0.01164751 -0.01176347 -0.01187588 -0.01198483 -0.01209042 -0.01219274 -0.01229189 -0.01238794 -0.01248098 -0.01257111 -0.0126584 -0.01274294 -0.0128248 -0.01290406 -0.01298079 -0.01316206 -0.01332911 -0.01348297 -0.01362461 
