10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 260 270 280 290 300 310 320 330 340 350 360 370 380 390 400 410 420 430 440 450 460 470 480 490 500
0.1012496 0.1014436 0.1014946 0.1015213 0.1015379 0.1015491 0.1015572 0.1015632 0.1015679 0.1015716 0.1015746 0.1015771 0.1015791 0.1015808 0.1015823 0.1015835 0.1015845 0.1015854 0.1015862 0.1015868 0.1015874 0.1015878 0.1015882 0.1015886 0.1015889 0.1015891 0.1015894 0.1015895 0.1015897 0.1015898 0.10159 0.1015901 0.1015902 0.1015902 0.1015903 0.1015903 0.1015904 0.1015904 0.1015905 0.1015905 0.1015905 0.1015906 0.1015906 0.1015906 0.1015906 0.1015906 0.1015906 0.1015906 0.1015906 0.1015906 
