10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 260 270 280 290 300
-0.04014709 -0.04873494 -0.05539956 -0.06119755 -0.06629138 -0.07076772 -0.07469817 -0.07814583 -0.08116688 -0.08381142 -0.0861241 -0.08814469 -0.08990853 -0.09144695 -0.09278771 -0.09395533 -0.09497146 -0.09585516 -0.09662321 -0.09729033 -0.09786947 -0.09837194 -0.09880767 -0.09918534 -0.09951253 -0.09979614 -0.1000418 -0.1002543 -0.1004379 -0.1005967 
