10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 260 270 280 290 300 310 320 330 340 350
0.1013013 0.1014693 0.1015144 0.1015377 0.101552 0.1015613 0.1015679 0.1015726 0.1015762 0.1015789 0.1015811 0.1015828 0.1015842 0.1015853 0.1015862 0.101587 0.1015876 0.1015881 0.1015886 0.1015889 0.1015892 0.1015895 0.1015897 0.1015898 0.10159 0.1015901 0.1015902 0.1015903 0.1015904 0.1015904 0.1015905 0.1015905 0.1015905 0.1015906 0.1015906 
