10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180
-0.00237773 -0.007139451 -0.01137132 -0.01488506 -0.0177763 -0.02014717 -0.0220864 -0.02366911 -0.02495836 -0.02600674 -0.0268579 -0.02754795 -0.02810663 -0.02855838 -0.02892326 -0.02921764 -0.0294549 -0.02964593 
