10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180
4.60176e-06 4.642892e-06 4.670995e-06 4.693184e-06 4.710907e-06 4.725071e-06 4.736381e-06 4.745406e-06 4.752602e-06 4.758337e-06 4.762904e-06 4.76654e-06 4.769432e-06 4.771733e-06 4.773561e-06 4.775014e-06 4.776167e-06 4.777083e-06 
