10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180
300.6262 300.8585 301.0128 301.1387 301.2432 301.3298 301.4014 301.4604 301.509 301.5489 301.5817 301.6084 301.6303 301.6481 301.6626 301.6744 301.6839 301.6917 
