10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180
-0.02803109 -0.03597166 -0.04190471 -0.04683671 -0.05096115 -0.0543977 -0.05724959 -0.05960779 -0.06155163 -0.06314941 -0.06445947 -0.06553121 -0.06640619 -0.06711922 -0.06769926 -0.0681704 -0.06855251 -0.06886199 
