10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180
-1.429938e-06 -3.223279e-05 -0.0001064114 -0.000197199 -0.0002843292 -0.0003594822 -0.0004208959 -0.000469597 -0.0005075358 -0.0005367669 -0.0005591318 -0.000576166 -0.0005891023 -0.0005989081 -0.0006063326 -0.0006119503 -0.0006161996 -0.0006194137 
