20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480
-0.01804395 -0.0318742 -0.04746789 -0.06389006 -0.08027475 -0.0959842 -0.1105966 -0.1238698 -0.1357002 -0.1460823 -0.1550771 -0.162786 -0.1693318 -0.1748455 -0.1794574 -0.1832908 -0.1864593 -0.1890651 -0.1912017 -0.1929455 -0.1943596 -0.1955027 -0.1964227 -0.1971618 
