20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480
0.199691 0.199851 0.1999101 0.1999407 0.1999593 0.1999715 0.1999799 0.1999857 0.1999899 0.1999929 0.199995 0.1999965 0.1999976 0.1999984 0.1999989 0.1999993 0.1999993 0.1999993 0.1999993 0.1999993 0.1999993 0.1999993 0.1999994 0.1999999 
