20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480
2.907107e-06 3.007427e-06 3.093506e-06 3.167208e-06 3.229366e-06 3.281136e-06 3.323825e-06 3.35875e-06 3.38714e-06 3.410099e-06 3.428585e-06 3.443417e-06 3.455278e-06 3.464736e-06 3.47226e-06 3.478229e-06 3.482955e-06 3.486688e-06 3.489626e-06 3.491929e-06 3.493734e-06 3.495142e-06 3.496255e-06 3.497112e-06 
