20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660 680 700
-0.01729591 -0.04145901 -0.06251116 -0.08065566 -0.09629065 -0.1097645 -0.1213727 -0.1313647 -0.1399523 -0.1473162 -0.1536121 -0.1589754 -0.1635252 -0.1673676 -0.1705967 -0.1732951 -0.1755321 -0.1773755 -0.1788868 -0.1801194 -0.1811204 -0.1819279 -0.1825765 -0.1830951 -0.1835079 -0.1838361 -0.184094 -0.1842966 -0.1844552 -0.184579 -0.1846752 -0.18475 -0.1848079 -0.1848527 -0.1848873 
