20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500
-8.621172e-05 -0.0005946328 -0.001199525 -0.001700926 -0.002074277 -0.002340233 -0.002525326 -0.002651889 -0.002736616 -0.002791835 -0.002826492 -0.002846686 -0.002856932 -0.002860787 -0.002860634 -0.00285806 -0.002854141 -0.002849598 -0.002844898 -0.00284033 -0.002836078 -0.002832215 -0.002828779 -0.002825778 -0.002823191 
