20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660 680 700
-0.005549447 -0.00462106 -0.004201946 -0.003870529 -0.00361752 -0.003458314 -0.003408265 -0.003475131 -0.003660184 -0.003955099 -0.004344495 -0.004817311 -0.005338415 -0.005889646 -0.006450477 -0.007055268 -0.007633799 -0.008166413 -0.00864733 -0.009074019 -0.009447058 -0.009772296 -0.01005081 -0.01028612 -0.0104821 -0.01064517 -0.0107801 -0.01088958 -0.01097878 -0.01104871 -0.01110554 -0.01115046 -0.01118454 -0.01121136 -0.01123167 
