20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660 680 700
300.0 300.0005 300.0049 300.0188 300.0496 300.1043 300.1876 300.3027 300.4491 300.6236 300.8208 301.0365 301.2605 301.4868 301.7094 301.9209 302.1175 302.2978 302.4607 302.6057 302.7334 302.8443 302.9397 303.021 303.0898 303.1479 303.1958 303.2355 303.2682 303.295 303.3168 303.3345 303.3488 303.3603 303.3696 
