20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660 680 700
5.712967e-07 5.889012e-07 6.040989e-07 6.177004e-07 6.299845e-07 6.411207e-07 6.498808e-07 6.589528e-07 6.671094e-07 6.743931e-07 6.80847e-07 6.88001e-07 6.929759e-07 6.972711e-07 7.009485e-07 7.040482e-07 7.066408e-07 7.088008e-07 7.105632e-07 7.120342e-07 7.132629e-07 7.142158e-07 7.150066e-07 7.156434e-07 7.161538e-07 7.165619e-07 7.168859e-07 7.171425e-07 7.17345e-07 7.175272e-07 7.176308e-07 7.177296e-07 7.178072e-07 7.178682e-07 7.17916e-07 
