20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660 680 700
415.451 422.4501 426.4213 428.9307 430.5594 431.6104 432.3031 432.7027 432.9191 433.0131 433.0272 432.9565 432.8843 432.7993 432.71 432.6227 432.5412 432.467 432.4008 432.3429 432.293 432.2501 432.2139 432.1836 432.1584 432.1379 432.1205 432.1064 432.095 432.0858 432.0784 432.0724 432.0675 432.0637 432.0606 
