20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500
-1.831431e-11 -2.340078e-08 -3.823905e-07 -1.932623e-06 -6.049672e-06 -1.441874e-05 -2.863345e-05 -4.995925e-05 -7.906271e-05 -0.0001158994 -0.0001597614 -0.0002096101 -0.0002637757 -0.0003204963 -0.000378071 -0.0004348381 -0.0004892314 -0.000540286 -0.0005873559 -0.0006300678 -0.0006683219 -0.0007020635 -0.0007315244 -0.0007569807 -0.0007787693 
