20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660 680 700
0.1994862 0.1997388 0.1998396 0.1998964 0.1999327 0.1999571 0.1999732 0.1999847 0.1999924 0.1999975 0.2000008 0.2000032 0.2000041 0.2000046 0.2000046 0.2000044 0.200004 0.2000036 0.2000032 0.2000028 0.2000024 0.200002 0.2000017 0.2000014 0.2000012 0.200001 0.2000008 0.2000007 0.2000007 0.2000007 0.2000007 0.2000007 0.2000007 0.2000007 0.2000007 
