10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240
-0.05390874 -0.06213345 -0.06834599 -0.07352867 -0.07789357 -0.08157646 -0.08468616 -0.08731285 -0.08953195 -0.09140686 -0.09299097 -0.09432933 -0.09546 -0.09641513 -0.09722189 -0.09790327 -0.09847885 -0.09896488 -0.09937526 -0.09972164 -0.1000141 -0.1002608 -0.1004691 -0.1006448 
